commodity_code,delivery_commodity_count,Diff_from_average_amt,delivery_commodity_count_avg,Diff_from_average_category,open_price,close_price,max_price,min_price,prior_day_open_price,prior_2_day_open_price,prior_3_day_open_price,recent_avg_price,recent_avg_price_diff,recent_avg_trend,prior_day_open_diff,prior_day_trend,prior_2_day_open_diff,prior_2_day_trend,prior_3_day_open_diff,prior_3_day_trend,yesterday_avg_diff,yesterday_avg_trend
08,2,-9.33,11.333333333333334,Average,13.09,13.168,13.175,13.0,13.073,13.01,12.915,12.999,0.0908,Better (>.05),0.0175,Nominal Change,0.08,Better (>.05),0.175,Better (>.05),0.11,Significantly Better (>.10)
08,21,9.67,11.333333333333334,Average,8.53,8.5075,8.5825,8.4975,8.54,8.56,8.58,8.56,-0.03,Slightly Worse (<-.02),-0.01,Nominal Change,-0.03,Slightly Worse (<-.02),-0.05,Slightly Worse (<-.02),-0.03,Slightly Worse (<-.02)
08,11,-0.33,11.333333333333334,Average,10.253,10.413,10.415,10.25,10.13,10.155,10.144,10.143,0.1094,Significantly Better (>.10),0.1225,Significantly Better (>.10),0.0975,Better (>.05),0.1083,Better (>.05),-0.0196,Nominal Change
08,2,-10.25,12.25,Below_Average,13.818,13.873,13.918,13.645,13.688,13.6,13.618,13.635,0.1822,Significantly Better (>.10),0.13,Significantly Better (>.10),0.2175,Significantly Better (>.10),0.1992,Significantly Better (>.10),0.0783,Better (>.05)
08,1,-11.25,12.25,Below_Average,13.115,13.283,13.28,13.115,13.09,13.073,13.01,13.058,0.0575,Better (>.05),0.025,Slightly Better (>.02),0.0425,Slightly Better (>.02),0.105,Slightly Better (>.02),0.0488,Slightly Better (>.02)
08,24,11.75,12.25,Above_Average,8.5025,8.5425,8.575,8.49,8.53,8.54,8.56,8.5433,-0.0408,Slightly Worse (<-.02),-0.0275,Slightly Worse (<-.02),-0.0375,Slightly Worse (<-.02),-0.0575,Slightly Worse (<-.02),-0.02,Nominal Change
08,22,9.75,12.25,Average,10.398,10.268,10.403,10.22,10.253,10.13,10.155,10.179,0.2183,Significantly Better (>.10),0.145,Significantly Better (>.10),0.2675,Significantly Better (>.10),0.2425,Significantly Better (>.10),0.11,Significantly Better (>.10)
08,3,-15.33,18.333333333333332,Below_Average,13.828,14.055,14.068,13.8,13.818,13.688,13.6,13.702,0.1258,Significantly Better (>.10),0.01,Nominal Change,0.14,Significantly Better (>.10),0.2275,Significantly Better (>.10),0.1738,Significantly Better (>.10)
08,23,4.67,18.333333333333332,Average,8.55,8.5625,8.58,8.505,8.5025,8.53,8.54,8.5242,0.0258,Slightly Better (>.02),0.0475,Slightly Better (>.02),0.02,Slightly Better (>.02),0.01,Slightly Better (>.02),-0.0325,Slightly Worse (<-.02)
08,29,10.67,18.333333333333332,Above_Average,10.275,10.27,10.303,10.195,10.398,10.253,10.13,10.26,0.015,Nominal Change,-0.1225,Significantly Worse (<-.10),0.0225,Slightly Better (>.02),0.145,Slightly Better (>.02),0.2063,Significantly Better (>.10)
08,1,-1.0,2.0,Average,14.048,14.078,14.18,13.92,13.828,13.818,13.688,13.778,0.27,Significantly Better (>.10),0.22,Significantly Better (>.10),0.23,Significantly Better (>.10),0.36,Significantly Better (>.10),0.075,Better (>.05)
08,3,1.0,2.0,Average,8.605,8.705,8.7175,8.605,8.55,8.5025,8.53,8.5275,0.0775,Better (>.05),0.055,Better (>.05),0.1025,Significantly Better (>.10),0.075,Significantly Better (>.10),0.0338,Slightly Better (>.02)
08,1,0.0,1.0,Average,10.635,10.668,10.68,10.568,10.613,10.592,10.57,10.592,0.0433,Slightly Better (>.02),0.0217,Slightly Better (>.02),0.0433,Slightly Better (>.02),0.065,Slightly Better (>.02),0.0325,Slightly Better (>.02)
08,32,15.5,16.5,Above_Average,10.275,10.268,10.363,10.26,10.275,10.275,10.275,10.275,0.0,Nominal Change,0.0,Nominal Change,0.0,Nominal Change,0.0,Nominal Change,0.0,Nominal Change
08,1,-15.5,16.5,Below_Average,8.9075,8.8325,8.92,8.82,8.965,8.985,8.9125,8.9542,-0.0467,Slightly Worse (<-.02),-0.0575,Worse (<-.05),-0.0775,Worse (<-.05),-0.005,Worse (<-.05),0.0163,Nominal Change
08,13,-12.0,25.0,Below_Average,8.75,8.735,8.7975,8.73,8.7017,8.6533,8.605,8.6533,0.0967,Better (>.05),0.0483,Slightly Better (>.02),0.0967,Better (>.05),0.145,Better (>.05),0.0725,Better (>.05)
08,37,12.0,25.0,Above_Average,10.268,10.148,10.27,10.12,10.275,10.275,10.275,10.275,-0.0075,Nominal Change,-0.0075,Nominal Change,-0.0075,Nominal Change,-0.0075,Nominal Change,0.0,Nominal Change
08,4,-12.0,16.0,Below_Average,15.035,15.085,15.16,14.9,14.82,14.965,14.885,14.89,0.145,Significantly Better (>.10),0.215,Significantly Better (>.10),0.07,Better (>.05),0.15,Better (>.05),-0.105,Significantly Worse (<-.10)
08,16,0.0,16.0,Average,8.72,8.775,8.775,8.7075,8.75,8.7017,8.6533,8.7017,0.0183,Nominal Change,-0.03,Slightly Worse (<-.02),0.0183,Nominal Change,0.0667,Nominal Change,0.0725,Better (>.05)
08,28,12.0,16.0,Above_Average,10.14,10.11,10.148,10.08,10.268,10.275,10.275,10.273,-0.1325,Significantly Worse (<-.10),-0.1275,Significantly Worse (<-.10),-0.135,Significantly Worse (<-.10),-0.135,Significantly Worse (<-.10),-0.0075,Nominal Change
08,21,-4.5,25.5,Average,8.8,8.8,8.825,8.775,8.72,8.75,8.7017,8.7239,0.0761,Better (>.05),0.08,Better (>.05),0.05,Better (>.05),0.0983,Better (>.05),-0.0058,Nominal Change
08,30,4.5,25.5,Average,10.09,10.003,10.09,9.9575,10.14,10.268,10.275,10.228,-0.1375,Significantly Worse (<-.10),-0.05,Worse (<-.05),-0.1775,Significantly Worse (<-.10),-0.185,Significantly Worse (<-.10),-0.1313,Significantly Worse (<-.10)
08,1,-13.5,14.5,Below_Average,13.25,13.488,13.583,13.18,13.69,13.78,14.078,13.849,-0.5992,Significantly Worse (<-.10),-0.44,Significantly Worse (<-.10),-0.53,Significantly Worse (<-.10),-0.8275,Significantly Worse (<-.10),-0.2388,Significantly Worse (<-.10)
08,17,2.5,14.5,Average,8.8,8.8175,8.825,8.755,8.8,8.72,8.75,8.7567,0.0433,Slightly Better (>.02),0.0,Nominal Change,0.08,Better (>.05),0.05,Better (>.05),0.065,Better (>.05)
08,39,24.5,14.5,Above_Average,9.995,9.9625,10.018,9.9275,10.09,10.14,10.268,10.166,-0.1708,Significantly Worse (<-.10),-0.095,Worse (<-.05),-0.145,Significantly Worse (<-.10),-0.2725,Significantly Worse (<-.10),-0.1138,Significantly Worse (<-.10)
08,1,-13.5,14.5,Below_Average,8.7425,8.73,8.795,8.715,8.65,8.7358,8.8217,8.7358,0.0067,Nominal Change,0.0925,Better (>.05),0.0067,Nominal Change,-0.0792,Nominal Change,-0.1288,Significantly Worse (<-.10)
08,2,-5.5,7.5,Average,15.168,15.148,15.18,15.04,15.123,15.079,15.035,15.079,0.0883,Better (>.05),0.0442,Slightly Better (>.02),0.0883,Better (>.05),0.1325,Better (>.05),0.0663,Better (>.05)
08,13,5.5,7.5,Average,8.8275,8.88,8.8875,8.8275,8.8,8.8,8.72,8.7733,0.0542,Better (>.05),0.0275,Slightly Better (>.02),0.0275,Slightly Better (>.02),0.1075,Slightly Better (>.02),0.04,Slightly Better (>.02)
08,2,0.0,2.0,Average,15.15,14.898,15.16,14.888,15.168,15.123,15.079,15.123,0.0267,Slightly Better (>.02),-0.0175,Nominal Change,0.0267,Slightly Better (>.02),0.0708,Slightly Better (>.02),0.0663,Better (>.05)
08,15,0.0,15.0,Average,9.9625,9.9625,10.0,9.955,9.9733,9.9842,9.995,9.9842,-0.0217,Slightly Worse (<-.02),-0.0108,Nominal Change,-0.0217,Slightly Worse (<-.02),-0.0325,Slightly Worse (<-.02),-0.0163,Nominal Change
08,1,-14.75,15.75,Below_Average,13.238,13.4,13.425,13.175,13.289,13.341,13.393,13.341,-0.1033,Significantly Worse (<-.10),-0.0517,Worse (<-.05),-0.1033,Significantly Worse (<-.10),-0.155,Significantly Worse (<-.10),-0.0775,Worse (<-.05)
08,4,-11.75,15.75,Below_Average,13.488,13.56,13.545,13.47,13.295,13.32,13.341,13.319,0.1689,Significantly Better (>.10),0.1925,Significantly Better (>.10),0.1675,Significantly Better (>.10),0.1467,Significantly Better (>.10),-0.0354,Slightly Worse (<-.02)
08,14,-1.75,15.75,Average,8.89,8.88,8.9,8.8875,8.8692,8.8483,8.8275,8.8483,0.0417,Slightly Better (>.02),0.0208,Slightly Better (>.02),0.0417,Slightly Better (>.02),0.0625,Slightly Better (>.02),0.0313,Slightly Better (>.02)
08,44,28.25,15.75,Above_Average,9.965,9.8725,9.965,9.83,9.9625,9.9733,9.9842,9.9733,-0.0083,Nominal Change,0.0025,Nominal Change,-0.0083,Nominal Change,-0.0192,Nominal Change,-0.0163,Nominal Change
08,12,-16.0,28.0,Below_Average,8.9025,8.92,8.9238,8.885,8.89,8.8692,8.8483,8.8692,0.0333,Slightly Better (>.02),0.0125,Nominal Change,0.0333,Slightly Better (>.02),0.0542,Slightly Better (>.02),0.0313,Slightly Better (>.02)
08,44,16.0,28.0,Above_Average,9.9825,9.98,10.078,9.9525,9.965,9.9625,9.9733,9.9669,0.0156,Nominal Change,0.0175,Nominal Change,0.02,Nominal Change,0.0092,Nominal Change,-0.0029,Nominal Change
08,4,-17.5,21.5,Below_Average,12.948,12.87,13.08,12.735,12.948,13.238,13.289,13.158,-0.2106,Significantly Worse (<-.10),0.0,Nominal Change,-0.29,Significantly Worse (<-.10),-0.3417,Significantly Worse (<-.10),-0.3158,Significantly Worse (<-.10)
08,1,-20.5,21.5,Below_Average,13.693,13.74,13.775,13.635,13.673,13.488,13.295,13.485,0.2075,Significantly Better (>.10),0.02,Slightly Better (>.02),0.205,Significantly Better (>.10),0.3975,Significantly Better (>.10),0.2813,Significantly Better (>.10)
08,21,-0.5,21.5,Average,8.915,8.945,8.9475,8.86,8.9025,8.89,8.8692,8.8872,0.0278,Slightly Better (>.02),0.0125,Nominal Change,0.025,Slightly Better (>.02),0.0458,Slightly Better (>.02),0.0229,Slightly Better (>.02)
08,60,38.5,21.5,Above_Average,10.0,10.015,10.065,9.9575,9.9825,9.965,9.9625,9.97,0.03,Slightly Better (>.02),0.0175,Nominal Change,0.035,Slightly Better (>.02),0.0375,Slightly Better (>.02),0.0188,Nominal Change
08,23,-9.0,32.0,Average,8.95,8.9775,9.045,8.935,8.915,8.9025,8.89,8.9025,0.0475,Slightly Better (>.02),0.035,Slightly Better (>.02),0.0475,Slightly Better (>.02),0.06,Slightly Better (>.02),0.0188,Nominal Change
08,41,9.0,32.0,Average,10.015,10.0,10.045,9.9425,10.0,9.9825,9.965,9.9825,0.0325,Slightly Better (>.02),0.015,Nominal Change,0.0325,Slightly Better (>.02),0.05,Slightly Better (>.02),0.0263,Slightly Better (>.02)
08,23,0.0,23.0,Average,8.97,8.975,9.0475,8.96,8.95,8.915,8.9025,8.9225,0.0475,Slightly Better (>.02),0.02,Slightly Better (>.02),0.055,Better (>.05),0.0675,Better (>.05),0.0413,Slightly Better (>.02)
08,40,0.0,40.0,Average,10.038,9.995,10.088,9.9825,10.03,10.023,10.015,10.023,0.015,Nominal Change,0.0075,Nominal Change,0.015,Nominal Change,0.0225,Nominal Change,0.0113,Nominal Change
08,36,-0.5,36.5,Average,8.95,9.02,9.05,8.9225,8.9567,8.9633,8.97,8.9633,-0.0133,Nominal Change,-0.0067,Nominal Change,-0.0133,Nominal Change,-0.02,Nominal Change,-0.01,Nominal Change
08,37,0.5,36.5,Average,10.0,10.015,10.08,9.95,10.038,10.03,10.023,10.03,-0.03,Slightly Worse (<-.02),-0.0375,Slightly Worse (<-.02),-0.03,Slightly Worse (<-.02),-0.0225,Slightly Worse (<-.02),0.0113,Nominal Change
08,41,-4.33,45.333333333333336,Average,9.015,9.1025,9.14,9.0,8.95,8.9567,8.9633,8.9567,0.0583,Better (>.05),0.065,Better (>.05),0.0583,Better (>.05),0.0517,Better (>.05),-0.01,Nominal Change
08,80,34.67,45.333333333333336,Above_Average,10.01,9.9975,10.033,9.94,10.0,10.038,10.03,10.023,-0.0125,Nominal Change,0.01,Nominal Change,-0.0275,Slightly Worse (<-.02),-0.02,Slightly Worse (<-.02),-0.0338,Slightly Worse (<-.02)
08,15,-30.33,45.333333333333336,Below_Average,10.32,10.298,10.355,10.223,10.295,10.223,10.453,10.323,-0.0033,Nominal Change,0.025,Slightly Better (>.02),0.0975,Better (>.05),-0.1325,Better (>.05),-0.0425,Slightly Worse (<-.02)
08,1,-29.0,30.0,Below_Average,13.648,13.658,13.695,13.495,13.49,13.463,13.443,13.465,0.1825,Significantly Better (>.10),0.1575,Significantly Better (>.10),0.185,Significantly Better (>.10),0.205,Significantly Better (>.10),0.0375,Slightly Better (>.02)
08,34,4.0,30.0,Average,9.095,9.0525,9.125,9.015,9.015,8.95,8.9567,8.9739,0.1211,Significantly Better (>.10),0.08,Better (>.05),0.145,Significantly Better (>.10),0.1383,Significantly Better (>.10),0.0617,Better (>.05)
08,51,21.0,30.0,Above_Average,9.9925,9.91,10.02,9.9025,10.01,10.0,10.038,10.016,-0.0233,Slightly Worse (<-.02),-0.0175,Nominal Change,-0.0075,Nominal Change,-0.045,Nominal Change,-0.0088,Nominal Change
08,34,4.0,30.0,Average,10.265,10.283,10.343,10.093,10.32,10.295,10.223,10.279,-0.0142,Nominal Change,-0.055,Worse (<-.05),-0.03,Slightly Worse (<-.02),0.0425,Slightly Worse (<-.02),0.0613,Better (>.05)
08,3,-35.33,38.333333333333336,Below_Average,9.8375,9.8175,9.85,9.7575,9.745,9.7025,9.66,9.7025,0.135,Significantly Better (>.10),0.0925,Better (>.05),0.135,Significantly Better (>.10),0.1775,Significantly Better (>.10),0.0638,Better (>.05)
08,24,-14.33,38.333333333333336,Below_Average,9.0525,9.105,9.1175,9.02,9.095,9.015,8.95,9.02,0.0325,Slightly Better (>.02),-0.0425,Slightly Worse (<-.02),0.0375,Slightly Better (>.02),0.1025,Slightly Better (>.02),0.1125,Significantly Better (>.10)
08,88,49.67,38.333333333333336,Above_Average,9.905,9.7575,9.91,9.7225,9.9925,10.01,10.0,10.001,-0.0958,Worse (<-.05),-0.0875,Worse (<-.05),-0.105,Significantly Worse (<-.10),-0.095,Significantly Worse (<-.10),-0.0125,Nominal Change
08,2,0.0,2.0,Average,9.0669,9.1013,9.125,9.0306,9.0525,9.095,9.015,9.0542,0.0127,Nominal Change,0.0144,Nominal Change,-0.0281,Slightly Worse (<-.02),0.0519,Slightly Worse (<-.02),-0.0025,Nominal Change
08,2,-1.0,3.0,Average,13.79,13.795,13.885,13.64,13.743,13.695,13.648,13.695,0.095,Better (>.05),0.0475,Slightly Better (>.02),0.095,Better (>.05),0.1425,Better (>.05),0.0713,Better (>.05)
08,4,1.0,3.0,Average,9.77,9.745,9.815,9.72,9.8275,9.8375,9.745,9.8033,-0.0333,Slightly Worse (<-.02),-0.0575,Worse (<-.05),-0.0675,Worse (<-.05),0.025,Worse (<-.05),0.0363,Slightly Better (>.02)
08,14,-12.5,26.5,Below_Average,9.74,9.6725,9.7625,9.65,9.77,9.8275,9.8375,9.8117,-0.0717,Worse (<-.05),-0.03,Slightly Worse (<-.02),-0.0875,Worse (<-.05),-0.0975,Worse (<-.05),-0.0625,Worse (<-.05)
08,39,12.5,26.5,Above_Average,9.76,9.715,9.785,9.6825,9.8083,9.8567,9.905,9.8567,-0.0967,Worse (<-.05),-0.0483,Slightly Worse (<-.02),-0.0967,Worse (<-.05),-0.145,Worse (<-.05),-0.0725,Worse (<-.05)
08,62,11.5,50.5,Above_Average,9.11,9.09,9.1475,9.0625,9.0956,9.0813,9.0669,9.0813,0.0288,Slightly Better (>.02),0.0144,Nominal Change,0.0288,Slightly Better (>.02),0.0431,Slightly Better (>.02),0.0216,Slightly Better (>.02)
08,39,-11.5,50.5,Below_Average,9.7125,9.72,9.765,9.7,9.76,9.8083,9.8567,9.8083,-0.0958,Worse (<-.05),-0.0475,Slightly Worse (<-.02),-0.0958,Worse (<-.05),-0.1442,Worse (<-.05),-0.0725,Worse (<-.05)
08,88,6.5,81.5,Average,9.0825,9.16,9.17,9.07,9.11,9.0956,9.0813,9.0956,-0.0131,Nominal Change,-0.0275,Slightly Worse (<-.02),-0.0131,Nominal Change,0.0013,Nominal Change,0.0216,Slightly Better (>.02)
08,75,-6.5,81.5,Average,9.705,9.69,9.76,9.6725,9.7125,9.76,9.8083,9.7603,-0.0553,Worse (<-.05),-0.0075,Nominal Change,-0.055,Worse (<-.05),-0.1033,Worse (<-.05),-0.0717,Worse (<-.05)
08,4,-32.0,36.0,Below_Average,14.008,14.03,14.16,13.535,13.703,13.68,13.728,13.703,0.3042,Significantly Better (>.10),0.305,Significantly Better (>.10),0.3275,Significantly Better (>.10),0.28,Significantly Better (>.10),-0.0013,Nominal Change
08,34,-2.0,36.0,Average,9.68,9.6775,9.7675,9.65,9.7,9.72,9.74,9.72,-0.04,Slightly Worse (<-.02),-0.02,Nominal Change,-0.04,Slightly Worse (<-.02),-0.06,Slightly Worse (<-.02),-0.03,Slightly Worse (<-.02)
08,62,26.0,36.0,Above_Average,9.1525,9.09,9.17,9.0825,9.0825,9.11,9.0956,9.096,0.0565,Better (>.05),0.07,Better (>.05),0.0425,Slightly Better (>.02),0.0569,Slightly Better (>.02),-0.0203,Slightly Worse (<-.02)
08,78,42.0,36.0,Above_Average,9.695,9.63,9.7,9.61,9.705,9.7125,9.76,9.7258,-0.0308,Slightly Worse (<-.02),-0.01,Nominal Change,-0.0175,Nominal Change,-0.065,Nominal Change,-0.0313,Slightly Worse (<-.02)
08,2,-34.0,36.0,Below_Average,8.8,8.8225,8.925,8.7675,8.7967,8.7933,8.79,8.7933,0.0067,Nominal Change,0.0033,Nominal Change,0.0067,Nominal Change,0.01,Nominal Change,0.005,Nominal Change
08,16,-29.75,45.75,Below_Average,9.67,9.7325,9.81,9.5125,9.68,9.7,9.72,9.7,-0.03,Slightly Worse (<-.02),-0.01,Nominal Change,-0.03,Slightly Worse (<-.02),-0.05,Slightly Worse (<-.02),-0.03,Slightly Worse (<-.02)
08,66,20.25,45.75,Above_Average,9.085,9.1075,9.14,8.96,9.1525,9.0825,9.11,9.115,-0.03,Slightly Worse (<-.02),-0.0675,Worse (<-.05),0.0025,Nominal Change,-0.025,Nominal Change,0.0563,Better (>.05)
08,95,49.25,45.75,Above_Average,9.6175,9.46,9.665,9.4425,9.695,9.705,9.7125,9.7042,-0.0867,Worse (<-.05),-0.0775,Worse (<-.05),-0.0875,Worse (<-.05),-0.095,Worse (<-.05),-0.0138,Nominal Change
08,6,-39.75,45.75,Below_Average,8.825,8.86,8.875,8.7575,8.8,8.7967,8.7933,8.7967,0.0283,Slightly Better (>.02),0.025,Slightly Better (>.02),0.0283,Slightly Better (>.02),0.0317,Slightly Better (>.02),0.005,Nominal Change
08,12,-26.5,38.5,Below_Average,14.63,14.845,14.915,14.605,14.335,14.343,14.352,14.343,0.2867,Significantly Better (>.10),0.295,Significantly Better (>.10),0.2867,Significantly Better (>.10),0.2783,Significantly Better (>.10),-0.0125,Nominal Change
08,51,12.5,38.5,Above_Average,9.7325,9.8975,9.9175,9.7275,9.67,9.68,9.7,9.6833,0.0492,Slightly Better (>.02),0.0625,Better (>.05),0.0525,Better (>.05),0.0325,Better (>.05),-0.02,Nominal Change
08,86,47.5,38.5,Above_Average,9.0925,9.1825,9.2,9.0825,9.085,9.1525,9.0825,9.1067,-0.0142,Nominal Change,0.0075,Nominal Change,-0.06,Worse (<-.05),0.01,Worse (<-.05),-0.0325,Slightly Worse (<-.02)
08,5,-33.5,38.5,Below_Average,8.8575,8.6275,8.8725,8.6075,8.825,8.8,8.7967,8.8072,0.0503,Better (>.05),0.0325,Slightly Better (>.02),0.0575,Better (>.05),0.0608,Better (>.05),0.0267,Slightly Better (>.02)
08,13,1.0,12.0,Average,14.2,14.21,14.338,14.065,14.136,14.072,14.008,14.072,0.1283,Significantly Better (>.10),0.0642,Better (>.05),0.1283,Significantly Better (>.10),0.1925,Significantly Better (>.10),0.0963,Better (>.05)
08,12,0.0,12.0,Average,14.833,14.623,14.96,14.56,14.63,14.335,14.343,14.436,0.3964,Significantly Better (>.10),0.2025,Significantly Better (>.10),0.4975,Significantly Better (>.10),0.4892,Significantly Better (>.10),0.2908,Significantly Better (>.10)
08,28,16.0,12.0,Above_Average,9.88,9.86,9.93,9.8075,9.7325,9.67,9.68,9.6942,0.1858,Significantly Better (>.10),0.1475,Significantly Better (>.10),0.21,Significantly Better (>.10),0.2,Significantly Better (>.10),0.0575,Better (>.05)
08,2,-10.0,12.0,Average,8.9575,9.0,9.0125,8.925,8.84,8.8558,8.8717,8.8558,0.1017,Significantly Better (>.10),0.1175,Significantly Better (>.10),0.1017,Significantly Better (>.10),0.0858,Significantly Better (>.10),-0.0238,Slightly Worse (<-.02)
08,5,-7.0,12.0,Average,8.6475,8.5875,8.7,8.57,8.8575,8.825,8.8,8.8275,-0.18,Significantly Worse (<-.10),-0.21,Significantly Worse (<-.10),-0.1775,Significantly Worse (<-.10),-0.1525,Significantly Worse (<-.10),0.045,Slightly Better (>.02)
08,24,-12.6,36.6,Below_Average,14.15,14.168,14.343,14.14,14.2,14.136,14.072,14.136,0.0142,Nominal Change,-0.05,Slightly Worse (<-.02),0.0142,Nominal Change,0.0783,Nominal Change,0.0963,Better (>.05)
08,11,-25.6,36.6,Below_Average,14.623,14.753,14.808,14.583,14.833,14.63,14.335,14.599,0.0233,Slightly Better (>.02),-0.21,Significantly Worse (<-.10),-0.0075,Nominal Change,0.2875,Nominal Change,0.35,Significantly Better (>.10)
08,141,104.4,36.6,Above_Average,9.4625,9.3825,9.4925,9.3725,9.5142,9.5658,9.6175,9.5658,-0.1033,Significantly Worse (<-.10),-0.0517,Worse (<-.05),-0.1033,Significantly Worse (<-.10),-0.155,Significantly Worse (<-.10),-0.0775,Worse (<-.05)
08,1,-35.6,36.6,Below_Average,8.9925,8.9875,9.03,8.9475,8.9575,8.84,8.8558,8.8844,0.1081,Significantly Better (>.10),0.035,Slightly Better (>.02),0.1525,Significantly Better (>.10),0.1367,Significantly Better (>.10),0.1096,Significantly Better (>.10)
08,6,-30.6,36.6,Below_Average,8.5975,8.5425,8.645,8.505,8.6475,8.8575,8.825,8.7767,-0.1792,Significantly Worse (<-.10),-0.05,Worse (<-.05),-0.26,Significantly Worse (<-.10),-0.2275,Significantly Worse (<-.10),-0.1938,Significantly Worse (<-.10)
08,31,-17.17,48.166666666666664,Below_Average,14.188,14.195,14.298,14.083,14.15,14.2,14.136,14.162,0.0256,Slightly Better (>.02),0.0375,Slightly Better (>.02),-0.0125,Nominal Change,0.0517,Nominal Change,-0.0179,Nominal Change
08,1,-47.17,48.166666666666664,Below_Average,13.815,13.72,13.838,13.61,13.953,13.935,14.015,13.968,-0.1525,Significantly Worse (<-.10),-0.1375,Significantly Worse (<-.10),-0.12,Significantly Worse (<-.10),-0.2,Significantly Worse (<-.10),-0.0225,Slightly Worse (<-.02)
08,1,-47.17,48.166666666666664,Below_Average,14.748,14.738,14.87,14.63,14.623,14.833,14.63,14.695,0.0525,Better (>.05),0.125,Significantly Better (>.10),-0.085,Worse (<-.05),0.1175,Worse (<-.05),-0.1088,Significantly Worse (<-.10)
08,112,63.83,48.166666666666664,Above_Average,9.185,9.135,9.2225,9.1275,9.1542,9.1233,9.0925,9.1233,0.0617,Better (>.05),0.0308,Slightly Better (>.02),0.0617,Better (>.05),0.0925,Better (>.05),0.0463,Slightly Better (>.02)
08,131,82.83,48.166666666666664,Above_Average,9.3925,9.3775,9.4275,9.365,9.4625,9.5142,9.5658,9.5142,-0.1217,Significantly Worse (<-.10),-0.07,Worse (<-.05),-0.1217,Significantly Worse (<-.10),-0.1733,Significantly Worse (<-.10),-0.0775,Worse (<-.05)
08,13,-35.17,48.166666666666664,Below_Average,8.9825,9.065,9.0725,8.97,8.9925,8.9575,8.84,8.93,0.0525,Better (>.05),-0.01,Nominal Change,0.025,Slightly Better (>.02),0.1425,Slightly Better (>.02),0.0938,Better (>.05)
