commodity_code,delivery_commodity_count,Diff_from_average_amt,delivery_commodity_count_avg,Diff_from_average_category,open_price,close_price,max_price,min_price,prior_day_open_price,prior_2_day_open_price,prior_3_day_open_price,recent_avg_price,recent_avg_price_diff,recent_avg_trend,prior_day_open_diff,prior_day_trend,prior_2_day_open_diff,prior_2_day_trend,prior_3_day_open_diff,prior_3_day_trend,yesterday_avg_diff,yesterday_avg_trend
09,58,25.2,32.8,Above_Average,3.75,3.7275,3.7575,3.705,3.6625,3.615,3.6425,3.64,0.11,Significantly Better (>.10),0.0875,Better (>.05),0.135,Significantly Better (>.10),0.1075,Significantly Better (>.10),0.0338,Slightly Better (>.02)
09,17,-15.8,32.8,Below_Average,5.4725,5.6075,5.64,5.42,5.605,5.585,5.565,5.585,-0.1125,Significantly Worse (<-.10),-0.1325,Significantly Worse (<-.10),-0.1125,Significantly Worse (<-.10),-0.0925,Significantly Worse (<-.10),0.03,Slightly Better (>.02)
09,19,-23.33,42.333333333333336,Below_Average,7.1825,7.2975,7.2975,7.11,7.3075,7.225,7.2,7.2442,-0.0617,Worse (<-.05),-0.125,Significantly Worse (<-.10),-0.0425,Slightly Worse (<-.02),-0.0175,Slightly Worse (<-.02),0.095,Better (>.05)
09,50,7.67,42.333333333333336,Average,3.54,3.5375,3.555,3.5175,3.5375,3.535,3.55,3.5408,-8.0E-4,Nominal Change,0.0025,Nominal Change,0.005,Nominal Change,-0.01,Nominal Change,-0.005,Nominal Change
09,58,15.67,42.333333333333336,Above_Average,3.7175,3.7475,3.755,3.7125,3.75,3.6625,3.615,3.6758,0.0417,Slightly Better (>.02),-0.0325,Slightly Worse (<-.02),0.055,Better (>.05),0.1025,Better (>.05),0.1113,Significantly Better (>.10)
09,2,-18.5,20.5,Below_Average,7.3225,7.2125,7.3475,7.1625,7.1825,7.3075,7.225,7.2383,0.0842,Better (>.05),0.14,Significantly Better (>.10),0.015,Nominal Change,0.0975,Nominal Change,-0.0838,Worse (<-.05)
09,2,-18.5,20.5,Below_Average,7.2425,7.23,7.305,7.1525,7.2267,7.2108,7.195,7.2108,0.0317,Slightly Better (>.02),0.0158,Nominal Change,0.0317,Slightly Better (>.02),0.0475,Slightly Better (>.02),0.0238,Slightly Better (>.02)
09,61,40.5,20.5,Above_Average,3.54,3.545,3.5775,3.535,3.54,3.5375,3.535,3.5375,0.0025,Nominal Change,0.0,Nominal Change,0.0025,Nominal Change,0.005,Nominal Change,0.0038,Nominal Change
09,17,-3.5,20.5,Average,5.5025,5.4625,5.5425,5.46,5.6,5.4725,5.605,5.5592,-0.0567,Worse (<-.05),-0.0975,Worse (<-.05),0.03,Slightly Better (>.02),-0.1025,Slightly Better (>.02),0.0613,Better (>.05)
09,15,-2.5,17.5,Average,6.625,6.6625,6.71,6.555,6.585,6.545,6.505,6.545,0.08,Better (>.05),0.04,Slightly Better (>.02),0.08,Better (>.05),0.12,Better (>.05),0.06,Better (>.05)
09,20,2.5,17.5,Average,5.45,5.62,5.6475,5.445,5.5025,5.6,5.4725,5.525,-0.075,Worse (<-.05),-0.0525,Worse (<-.05),-0.15,Significantly Worse (<-.10),-0.0225,Significantly Worse (<-.10),-0.0338,Slightly Worse (<-.02)
09,20,-22.67,42.666666666666664,Below_Average,6.5875,6.58,6.66,6.56,6.625,6.585,6.545,6.585,0.0025,Nominal Change,-0.0375,Slightly Worse (<-.02),0.0025,Nominal Change,0.0425,Nominal Change,0.06,Better (>.05)
09,3,-39.67,42.666666666666664,Below_Average,7.3225,7.08,7.3225,7.075,7.23,7.2425,7.2267,7.2331,0.0894,Better (>.05),0.0925,Better (>.05),0.08,Better (>.05),0.0958,Better (>.05),-0.0046,Nominal Change
09,105,62.33,42.666666666666664,Above_Average,3.755,3.7275,3.77,3.71,3.7425,3.73,3.7175,3.73,0.025,Slightly Better (>.02),0.0125,Nominal Change,0.025,Slightly Better (>.02),0.0375,Slightly Better (>.02),0.0188,Nominal Change
09,16,-29.25,45.25,Below_Average,6.5675,6.4375,6.5925,6.4225,6.5875,6.625,6.585,6.5992,-0.0317,Slightly Worse (<-.02),-0.02,Slightly Worse (<-.02),-0.0575,Worse (<-.05),-0.0175,Worse (<-.05),-0.0175,Nominal Change
09,22,-23.25,45.25,Below_Average,7.0775,7.115,7.135,7.04,7.3225,7.23,7.2425,7.265,-0.1875,Significantly Worse (<-.10),-0.245,Significantly Worse (<-.10),-0.1525,Significantly Worse (<-.10),-0.165,Significantly Worse (<-.10),0.0863,Better (>.05)
09,56,10.75,45.25,Above_Average,3.575,3.55,3.585,3.545,3.5633,3.5517,3.54,3.5517,0.0233,Slightly Better (>.02),0.0117,Nominal Change,0.0233,Slightly Better (>.02),0.035,Slightly Better (>.02),0.0175,Nominal Change
09,87,41.75,45.25,Above_Average,3.73,3.695,3.7325,3.675,3.755,3.7425,3.73,3.7425,-0.0125,Nominal Change,-0.025,Slightly Worse (<-.02),-0.0125,Nominal Change,0.0,Nominal Change,0.0188,Nominal Change
09,16,-19.4,35.4,Below_Average,6.4875,6.45,6.4875,6.3925,6.5675,6.5875,6.625,6.5933,-0.1058,Significantly Worse (<-.10),-0.08,Worse (<-.05),-0.1,Significantly Worse (<-.10),-0.1375,Significantly Worse (<-.10),-0.0388,Slightly Worse (<-.02)
09,16,-19.4,35.4,Below_Average,7.1275,7.2525,7.2575,7.115,7.0775,7.3225,7.23,7.21,-0.0825,Worse (<-.05),0.05,Better (>.05),-0.195,Significantly Worse (<-.10),-0.1025,Significantly Worse (<-.10),-0.1988,Significantly Worse (<-.10)
09,38,2.6,35.4,Average,3.55,3.5875,3.61,3.5425,3.575,3.5633,3.5517,3.5633,-0.0133,Nominal Change,-0.025,Slightly Worse (<-.02),-0.0133,Nominal Change,-0.0017,Nominal Change,0.0175,Nominal Change
09,81,45.6,35.4,Above_Average,3.6925,3.6525,3.7025,3.65,3.73,3.755,3.7425,3.7425,-0.05,Slightly Worse (<-.02),-0.0375,Slightly Worse (<-.02),-0.0625,Worse (<-.05),-0.05,Worse (<-.05),-0.0188,Nominal Change
09,26,-9.4,35.4,Average,5.6525,5.65,5.7125,5.57,5.585,5.5175,5.45,5.5175,0.135,Significantly Better (>.10),0.0675,Better (>.05),0.135,Significantly Better (>.10),0.2025,Significantly Better (>.10),0.1013,Significantly Better (>.10)
09,1,-31.6,32.6,Below_Average,7.04,6.95,7.0725,6.85,7.05,7.2275,7.2592,7.1789,-0.1389,Significantly Worse (<-.10),-0.01,Nominal Change,-0.1875,Significantly Worse (<-.10),-0.2192,Significantly Worse (<-.10),-0.1933,Significantly Worse (<-.10)
09,12,-20.6,32.6,Below_Average,6.465,6.54,6.6075,6.42,6.4875,6.5675,6.5875,6.5475,-0.0825,Worse (<-.05),-0.0225,Slightly Worse (<-.02),-0.1025,Significantly Worse (<-.10),-0.1225,Significantly Worse (<-.10),-0.09,Worse (<-.05)
09,37,4.4,32.6,Average,3.5875,3.59,3.6,3.56,3.55,3.575,3.5633,3.5628,0.0247,Slightly Better (>.02),0.0375,Slightly Better (>.02),0.0125,Nominal Change,0.0242,Nominal Change,-0.0192,Nominal Change
09,92,59.4,32.6,Above_Average,3.66,3.5975,3.665,3.5925,3.6925,3.73,3.755,3.7258,-0.0658,Worse (<-.05),-0.0325,Slightly Worse (<-.02),-0.07,Worse (<-.05),-0.095,Worse (<-.05),-0.05,Slightly Worse (<-.02)
09,21,-11.6,32.6,Below_Average,5.65,5.62,5.65,5.5425,5.6525,5.585,5.5175,5.585,0.065,Better (>.05),-0.0025,Nominal Change,0.065,Better (>.05),0.1325,Better (>.05),0.1013,Significantly Better (>.10)
09,1,-33.2,34.2,Below_Average,6.795,6.7625,6.96,6.75,7.04,7.05,7.2275,7.1058,-0.3108,Significantly Worse (<-.10),-0.245,Significantly Worse (<-.10),-0.255,Significantly Worse (<-.10),-0.4325,Significantly Worse (<-.10),-0.0988,Worse (<-.05)
09,37,2.8,34.2,Average,3.585,3.625,3.63,3.5775,3.5875,3.55,3.575,3.5708,0.0142,Nominal Change,-0.0025,Nominal Change,0.035,Slightly Better (>.02),0.01,Slightly Better (>.02),0.025,Slightly Better (>.02)
09,111,76.8,34.2,Above_Average,3.6025,3.58,3.6025,3.56,3.66,3.6925,3.73,3.6942,-0.0917,Worse (<-.05),-0.0575,Worse (<-.05),-0.09,Worse (<-.05),-0.1275,Worse (<-.05),-0.0513,Worse (<-.05)
09,1,-33.2,34.2,Below_Average,3.79,3.8,3.815,3.775,3.72,3.7592,3.7983,3.7592,0.0308,Slightly Better (>.02),0.07,Better (>.05),0.0308,Slightly Better (>.02),-0.0083,Slightly Better (>.02),-0.0588,Worse (<-.05)
09,21,-13.2,34.2,Below_Average,5.645,5.4775,5.645,5.475,5.65,5.6525,5.585,5.6292,0.0158,Nominal Change,-0.005,Nominal Change,-0.0075,Nominal Change,0.06,Nominal Change,0.0313,Slightly Better (>.02)
09,25,-5.0,30.0,Average,7.265,7.345,7.3675,7.255,7.2192,7.1733,7.1275,7.1733,0.0917,Better (>.05),0.0458,Slightly Better (>.02),0.0917,Better (>.05),0.1375,Better (>.05),0.0688,Better (>.05)
09,38,8.0,30.0,Average,3.625,3.66,3.6625,3.6225,3.585,3.5875,3.55,3.5742,0.0508,Better (>.05),0.04,Slightly Better (>.02),0.0375,Slightly Better (>.02),0.075,Slightly Better (>.02),0.0163,Nominal Change
09,27,-3.0,30.0,Average,5.47,5.55,5.5625,5.47,5.645,5.65,5.6525,5.6492,-0.1792,Significantly Worse (<-.10),-0.175,Significantly Worse (<-.10),-0.18,Significantly Worse (<-.10),-0.1825,Significantly Worse (<-.10),-0.0063,Nominal Change
09,6,-16.0,22.0,Below_Average,6.53,6.715,6.72,6.525,6.5083,6.4867,6.465,6.4867,0.0433,Slightly Better (>.02),0.0217,Slightly Better (>.02),0.0433,Slightly Better (>.02),0.065,Slightly Better (>.02),0.0325,Slightly Better (>.02)
09,33,11.0,22.0,Above_Average,7.3325,7.41,7.4325,7.3,7.265,7.2192,7.1733,7.2192,0.1133,Significantly Better (>.10),0.0675,Better (>.05),0.1133,Significantly Better (>.10),0.1592,Significantly Better (>.10),0.0688,Better (>.05)
09,27,5.0,22.0,Average,5.45,5.4925,5.515,5.445,5.47,5.645,5.65,5.5883,-0.1383,Significantly Worse (<-.10),-0.02,Nominal Change,-0.195,Significantly Worse (<-.10),-0.2,Significantly Worse (<-.10),-0.1775,Significantly Worse (<-.10)
09,8,-20.0,28.0,Below_Average,6.75,6.74,6.785,6.685,6.53,6.5083,6.4867,6.5083,0.2417,Significantly Better (>.10),0.22,Significantly Better (>.10),0.2417,Significantly Better (>.10),0.2633,Significantly Better (>.10),0.0325,Slightly Better (>.02)
09,32,4.0,28.0,Average,7.41,7.4125,7.44,7.3,7.3325,7.265,7.2192,7.2722,0.1378,Significantly Better (>.10),0.0775,Better (>.05),0.145,Significantly Better (>.10),0.1908,Significantly Better (>.10),0.0904,Better (>.05)
09,44,16.0,28.0,Above_Average,3.58,3.545,3.5875,3.535,3.5875,3.595,3.6025,3.595,-0.015,Nominal Change,-0.0075,Nominal Change,-0.015,Nominal Change,-0.0225,Nominal Change,-0.0113,Nominal Change
09,5,-25.2,30.2,Below_Average,6.68,6.66,6.7425,6.55,6.6608,6.6417,6.6225,6.6417,0.0383,Slightly Better (>.02),0.0192,Nominal Change,0.0383,Slightly Better (>.02),0.0575,Slightly Better (>.02),0.0288,Slightly Better (>.02)
09,5,-25.2,30.2,Below_Average,6.7225,6.695,6.77,6.65,6.75,6.53,6.5083,6.5961,0.1264,Significantly Better (>.10),-0.0275,Slightly Worse (<-.02),0.1925,Significantly Better (>.10),0.2142,Significantly Better (>.10),0.2308,Significantly Better (>.10)
09,22,-8.2,30.2,Average,7.42,7.3275,7.4875,7.3,7.41,7.3325,7.265,7.3358,0.0842,Better (>.05),0.01,Nominal Change,0.0875,Better (>.05),0.155,Better (>.05),0.1113,Significantly Better (>.10)
09,22,-8.2,30.2,Average,3.66,3.6675,3.6775,3.6425,3.6483,3.6367,3.625,3.6367,0.0233,Slightly Better (>.02),0.0117,Nominal Change,0.0233,Slightly Better (>.02),0.035,Slightly Better (>.02),0.0175,Nominal Change
09,97,66.8,30.2,Above_Average,3.54,3.5375,3.5825,3.53,3.58,3.5875,3.595,3.5875,-0.0475,Slightly Worse (<-.02),-0.04,Slightly Worse (<-.02),-0.0475,Slightly Worse (<-.02),-0.055,Slightly Worse (<-.02),-0.0113,Nominal Change
09,12,-18.67,30.666666666666668,Below_Average,6.36,6.36,6.6775,6.36,6.68,6.6608,6.6417,6.6608,-0.3008,Significantly Worse (<-.10),-0.32,Significantly Worse (<-.10),-0.3008,Significantly Worse (<-.10),-0.2817,Significantly Worse (<-.10),0.0288,Slightly Better (>.02)
09,9,-21.67,30.666666666666668,Below_Average,6.685,6.69,6.73,6.6538,6.7225,6.75,6.53,6.6675,0.0175,Nominal Change,-0.0375,Slightly Worse (<-.02),-0.065,Worse (<-.05),0.155,Worse (<-.05),0.0825,Better (>.05)
09,4,-26.67,30.666666666666668,Below_Average,7.3538,7.17,7.1975,7.1225,7.42,7.41,7.3325,7.3875,-0.0338,Slightly Worse (<-.02),-0.0663,Worse (<-.05),-0.0563,Worse (<-.05),0.0213,Worse (<-.05),0.0488,Slightly Better (>.02)
09,27,-3.67,30.666666666666668,Average,3.6688,3.685,3.6925,3.6625,3.66,3.6483,3.6367,3.6483,0.0204,Slightly Better (>.02),0.0088,Nominal Change,0.0204,Slightly Better (>.02),0.0321,Slightly Better (>.02),0.0175,Nominal Change
09,126,95.33,30.666666666666668,Above_Average,3.5875,3.635,3.6475,3.5825,3.54,3.58,3.5875,3.5692,0.0183,Nominal Change,0.0475,Slightly Better (>.02),0.0075,Nominal Change,0.0,Nominal Change,-0.0438,Slightly Worse (<-.02)
09,6,-24.67,30.666666666666668,Below_Average,5.37,5.495,5.5075,5.3275,5.3967,5.4233,5.45,5.4233,-0.0533,Worse (<-.05),-0.0267,Slightly Worse (<-.02),-0.0533,Worse (<-.05),-0.08,Worse (<-.05),-0.04,Slightly Worse (<-.02)
09,9,-27.2,36.2,Below_Average,6.2,6.165,6.4775,6.08,6.36,6.68,6.6608,6.5669,-0.3669,Significantly Worse (<-.10),-0.16,Significantly Worse (<-.10),-0.48,Significantly Worse (<-.10),-0.4608,Significantly Worse (<-.10),-0.3104,Significantly Worse (<-.10)
09,8,-28.2,36.2,Below_Average,6.7225,6.73,6.7375,6.6575,6.685,6.7225,6.75,6.7192,0.0033,Nominal Change,0.0375,Slightly Better (>.02),0.0,Nominal Change,-0.0275,Nominal Change,-0.0513,Worse (<-.05)
09,35,-1.2,36.2,Average,3.6775,3.6825,3.685,3.66,3.6688,3.66,3.6483,3.659,0.0185,Nominal Change,0.0088,Nominal Change,0.0175,Nominal Change,0.0292,Nominal Change,0.0146,Nominal Change
09,125,88.8,36.2,Above_Average,3.635,3.66,3.67,3.635,3.5875,3.54,3.58,3.5692,0.0658,Better (>.05),0.0475,Slightly Better (>.02),0.095,Better (>.05),0.055,Better (>.05),0.0275,Slightly Better (>.02)
09,4,-32.2,36.2,Below_Average,5.495,5.5425,5.555,5.4675,5.37,5.3967,5.4233,5.3967,0.0983,Better (>.05),0.125,Significantly Better (>.10),0.0983,Better (>.05),0.0717,Better (>.05),-0.04,Slightly Worse (<-.02)
09,3,-35.5,38.5,Below_Average,6.555,6.465,6.465,6.16,6.2,6.36,6.68,6.4133,0.1417,Significantly Better (>.10),0.355,Significantly Better (>.10),0.195,Significantly Better (>.10),-0.125,Significantly Better (>.10),-0.32,Significantly Worse (<-.10)
09,45,6.5,38.5,Average,3.6825,3.685,3.72,3.665,3.6775,3.6688,3.66,3.6688,0.0138,Nominal Change,0.005,Nominal Change,0.0138,Nominal Change,0.0225,Nominal Change,0.0131,Nominal Change
09,99,60.5,38.5,Above_Average,3.6625,3.675,3.6775,3.645,3.635,3.5875,3.54,3.5875,0.075,Better (>.05),0.0275,Slightly Better (>.02),0.075,Better (>.05),0.1225,Better (>.05),0.0713,Better (>.05)
09,7,-31.5,38.5,Below_Average,5.54,5.58,5.585,5.52,5.495,5.37,5.3967,5.4206,0.1194,Significantly Better (>.10),0.045,Slightly Better (>.02),0.17,Significantly Better (>.10),0.1433,Significantly Better (>.10),0.1117,Significantly Better (>.10)
09,61,19.5,41.5,Above_Average,3.68,3.67,3.6925,3.66,3.6825,3.6775,3.6688,3.6763,0.0038,Nominal Change,-0.0025,Nominal Change,0.0025,Nominal Change,0.0113,Nominal Change,0.0094,Nominal Change
09,22,-19.5,41.5,Below_Average,5.5675,5.465,5.58,5.4525,5.54,5.495,5.37,5.4683,0.0992,Better (>.05),0.0275,Slightly Better (>.02),0.0725,Better (>.05),0.1975,Better (>.05),0.1075,Significantly Better (>.10)
09,5,-5.0,10.0,Average,6.635,6.635,6.7575,6.62,6.6642,6.6933,6.7225,6.6933,-0.0583,Worse (<-.05),-0.0292,Slightly Worse (<-.02),-0.0583,Worse (<-.05),-0.0875,Worse (<-.05),-0.0438,Slightly Worse (<-.02)
09,5,-5.0,10.0,Average,7.19,7.285,7.2875,7.185,7.155,7.2213,7.2875,7.2213,-0.0313,Slightly Worse (<-.02),0.035,Slightly Better (>.02),-0.0313,Slightly Worse (<-.02),-0.0975,Slightly Worse (<-.02),-0.0994,Worse (<-.05)
09,20,10.0,10.0,Average,5.4625,5.5775,5.59,5.455,5.5675,5.54,5.495,5.5342,-0.0717,Worse (<-.05),-0.105,Significantly Worse (<-.10),-0.0775,Worse (<-.05),-0.0325,Worse (<-.05),0.05,Slightly Better (>.02)
09,3,-29.5,32.5,Below_Average,6.475,6.475,6.635,6.4325,6.635,6.6642,6.6933,6.6642,-0.1892,Significantly Worse (<-.10),-0.16,Significantly Worse (<-.10),-0.1892,Significantly Worse (<-.10),-0.2183,Significantly Worse (<-.10),-0.0438,Slightly Worse (<-.02)
09,4,-28.5,32.5,Below_Average,7.27,7.325,7.33,7.245,7.19,7.155,7.2213,7.1888,0.0813,Better (>.05),0.08,Better (>.05),0.115,Significantly Better (>.10),0.0488,Significantly Better (>.10),0.0019,Nominal Change
09,122,89.5,32.5,Above_Average,3.69,3.635,3.7075,3.63,3.6808,3.6717,3.6625,3.6717,0.0183,Nominal Change,0.0092,Nominal Change,0.0183,Nominal Change,0.0275,Nominal Change,0.0138,Nominal Change
09,1,-31.5,32.5,Below_Average,3.465,3.4375,3.5675,3.4225,3.365,3.44,3.5525,3.4525,0.0125,Nominal Change,0.1,Better (>.05),0.025,Slightly Better (>.02),-0.0875,Slightly Better (>.02),-0.1313,Significantly Worse (<-.10)
09,2,-55.0,57.0,Below_Average,6.42,6.42,6.51,6.415,6.475,6.635,6.6642,6.5914,-0.1714,Significantly Worse (<-.10),-0.055,Worse (<-.05),-0.215,Significantly Worse (<-.10),-0.2442,Significantly Worse (<-.10),-0.1746,Significantly Worse (<-.10)
09,9,-48.0,57.0,Below_Average,7.3125,7.33,7.345,7.265,7.27,7.19,7.155,7.205,0.1075,Significantly Better (>.10),0.0425,Slightly Better (>.02),0.1225,Significantly Better (>.10),0.1575,Significantly Better (>.10),0.0975,Better (>.05)
09,85,28.0,57.0,Above_Average,3.665,3.695,3.7,3.6575,3.67,3.675,3.68,3.675,-0.01,Nominal Change,-0.005,Nominal Change,-0.01,Nominal Change,-0.015,Nominal Change,-0.0075,Nominal Change
09,132,75.0,57.0,Above_Average,3.635,3.6125,3.64,3.5925,3.69,3.6808,3.6717,3.6808,-0.0458,Slightly Worse (<-.02),-0.055,Worse (<-.05),-0.0458,Slightly Worse (<-.02),-0.0367,Slightly Worse (<-.02),0.0138,Nominal Change
09,8,-39.2,47.2,Below_Average,6.45,6.445,6.475,6.3675,6.42,6.475,6.635,6.51,-0.06,Worse (<-.05),0.03,Slightly Better (>.02),-0.025,Slightly Worse (<-.02),-0.185,Slightly Worse (<-.02),-0.135,Significantly Worse (<-.10)
09,10,-37.2,47.2,Below_Average,7.3225,7.2625,7.33,7.2,7.3125,7.27,7.19,7.2575,0.065,Better (>.05),0.01,Nominal Change,0.0525,Better (>.05),0.1325,Better (>.05),0.0825,Better (>.05)
09,89,41.8,47.2,Above_Average,3.69,3.7,3.7175,3.6875,3.665,3.67,3.675,3.67,0.02,Slightly Better (>.02),0.025,Slightly Better (>.02),0.02,Slightly Better (>.02),0.015,Slightly Better (>.02),-0.0075,Nominal Change
09,111,63.8,47.2,Above_Average,3.6125,3.5875,3.6175,3.5825,3.635,3.69,3.6808,3.6686,-0.0561,Worse (<-.05),-0.0225,Slightly Worse (<-.02),-0.0775,Worse (<-.05),-0.0683,Worse (<-.05),-0.0504,Worse (<-.05)
09,18,-29.2,47.2,Below_Average,5.58,5.49,5.5875,5.4675,5.5408,5.5017,5.4625,5.5017,0.0783,Better (>.05),0.0392,Slightly Better (>.02),0.0783,Better (>.05),0.1175,Better (>.05),0.0588,Better (>.05)
09,3,-44.0,47.0,Below_Average,6.45,6.465,6.52,6.4225,6.45,6.42,6.475,6.4483,0.0017,Nominal Change,0.0,Nominal Change,0.03,Slightly Better (>.02),-0.025,Slightly Better (>.02),0.0025,Nominal Change
09,66,19.0,47.0,Above_Average,3.6975,3.685,3.7,3.66,3.69,3.665,3.67,3.675,0.0225,Slightly Better (>.02),0.0075,Nominal Change,0.0325,Slightly Better (>.02),0.0275,Slightly Better (>.02),0.0225,Slightly Better (>.02)
